trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
PROC_10_3E03305,procedure,856,25,DX_10_Z5111,0.48364485981308414
PROC_10_0JH63XZ,procedure,856,25,DX_10_E785,0.397196261682243
PROC_10_02HK3JZ,procedure,852,25,DX_10_E785,0.6115023474178404
PROC_10_0HQ9XZZ,procedure,851,19,DX_10_Z370,0.9776733254994124
MED_TRIAMTERENE_HYDROCHLOROTHIAZIDE,medication,844,15,DX_9_4019,0.759478672985782
MED_IPRATROPIUM_ALBUTEROL_INHALATION_SPRAY,medication,843,25,DX_10_E785,0.3867141162514828
MED_LIDOCAINE_PRILOCAINE,medication,843,21,DX_10_Z87891,0.18505338078291814
PROC_10_0CJS8ZZ,procedure,841,25,DX_10_E785,0.3697978596908442
MED_FLUTICASONE_SALMETEROL_250_50,medication,840,21,DX_9_4019,0.4392857142857143
MED_PHENYTOIN_SUSPENSION,medication,838,19,DX_9_4019,0.3448687350835322
PROC_9_3727,procedure,832,21,DX_9_42731,0.6033653846153846
PROC_9_0309,procedure,826,18,DX_9_4019,0.4430992736077482
MED_PROPRANOLOL_LA,medication,826,14,DX_10_I10,0.2796610169491525
MED_EPOETIN_ALFA_EPBX_RETACRIT,medication,825,25,DX_10_N186,0.7854545454545454
MED_ERTAPENEM_SODIUM,medication,824,25,DX_10_I10,0.35194174757281554
PROC_9_7935,procedure,822,25,DX_9_4019,0.43309002433090027
MED_QUETIAPINE_EXTENDED_RELEASE,medication,819,15,DX_9_4019,0.2442002442002442
MED_CILOSTAZOL,medication,816,25,DX_10_E785,0.3639705882352941
MED_INDOMETHACIN,medication,816,7,DX_9_4019,0.25857843137254904
MED_MEDROXYPROGESTERONE_ACETATE,medication,815,7,DX_10_Z370,0.29938650306748466
MED_NITROPRUSSIDE_SODIUM,medication,810,21,DX_9_4019,0.391358024691358
MED_SEVELAMER_HYDROCHLORIDE,medication,809,25,DX_9_5856,0.7935723114956736
PROC_9_403,procedure,809,16,DX_9_4019,0.44870210135970334
MED_CLONIDINE_PATCH_0_1_MG_24_HR,medication,809,16,DX_9_4019,0.2484548825710754
MED_METHYLPREDNISOLONE,medication,809,14,DX_10_Z87891,0.2088998763906057
MED_NITROGLYCERIN_OINTMENT_2,medication,807,25,DX_9_4280,0.29615861214374223
MED_LEVETIRACETAM_ORAL_SOLUTION,medication,807,25,DX_9_4019,0.2218091697645601
MED_ANASTROZOLE,medication,806,20,DX_10_Z853,0.3883374689826303
PROC_9_4011,procedure,804,19,DX_9_4019,0.40049751243781095
MED_QUINAPRIL,medication,803,17,DX_9_4019,0.5168119551681195
MED_CALCIUM_CHLORIDE,medication,802,25,DX_10_E872,0.3204488778054863
MED_CARBOPLATIN,medication,801,18,DX_10_Z5111,0.28963795255930086
MED_POTASSIUM_CHL_40_MEQ_1000_ML_D5NS,medication,801,15,DX_9_4019,0.21972534332084895
MED_PROTAMINE_SULFATE,medication,800,25,DX_10_D62,0.335
MED_TEMAZEPAM,medication,799,19,DX_9_4019,0.26282853566958697
PROC_9_311,procedure,797,25,DX_9_51881,0.562107904642409
MED_CLOZAPINE,medication,795,16,DX_10_K219,0.20125786163522014
MED_AMP,medication,793,25,DX_9_5849,0.33921815889029006
MED_MAGNESIUM_SULFATE_OB,medication,790,16,DX_10_Z370,0.40632911392405063
MED_TOBRAMYCIN_SULFATE,medication,789,25,DX_10_R6521,0.2889733840304182
MED_METHYLPREDNISOLONE_NA_SUC,medication,789,17,DX_10_I10,0.2522179974651457
MED_TRANSPLANT_SELF_MEDICATION_PROGRAM,medication,788,25,DX_10_N186,0.30583756345177665
PROC_9_598,procedure,787,17,DX_9_5921,0.4155019059720457
MED_ISOSORBIDE_MONONITRATE,medication,786,25,DX_10_E785,0.29389312977099236
PROC_10_0W3P8ZZ,procedure,784,25,DX_10_D62,0.8010204081632653
MED_DICLOFENAC_TOPICAL_GEL_1,medication,777,25,DX_10_Z20822,0.640926640926641
MED_PROMETHAZINE_HCL,medication,776,5,DX_9_4019,0.31829896907216493
MED_CALCITONIN_SALMON,medication,773,25,DX_9_4019,0.2703751617076326
MED_FOSPHENYTOIN,medication,772,25,DX_9_4019,0.25259067357512954
MED_SILDENAFIL,medication,770,25,DX_10_E785,0.3103896103896104
PROC_9_8855,procedure,768,25,DX_9_41401,0.7864583333333334
MED_MODAFINIL,medication,764,23,DX_10_E785,0.25654450261780104
MED_PHENOBARBITAL_ICU_ALCOHOL_WITHDRAWAL_INITIAL_LOAD_RESCUE_DOSE,medication,763,25,DX_10_I10,0.3761467889908257
MED_CIPROFLOXACIN_0_3_OPHTH_SOLN,medication,761,15,DX_10_E785,0.17871222076215507
PROC_10_0BJ08ZZ,procedure,757,25,DX_10_J9601,0.3712021136063408
MED_DIPYRIDAMOLE_ASPIRIN,medication,756,25,DX_9_4019,0.39021164021164023
PROC_9_9390,procedure,753,25,DX_9_32723,0.5285524568393094
MED_TIMOLOL_MALEATE_0_25,medication,753,20,DX_9_4019,0.3280212483399734
PROC_9_3613,procedure,752,25,DX_9_41401,0.9893617021276596
MED_POSACONAZOLE_DELAYED_RELEASE_TABLET,medication,745,25,DX_10_T451X5A,0.4120805369127517
MED_SULFAMETH_TRIMETHOPRIM_SUSPENSION,medication,744,25,DX_10_D62,0.239247311827957
MED_DOFETILIDE,medication,739,25,DX_9_42731,0.5602165087956699
MED_BETAMETHASONE_NA_PHOS_ACET,medication,736,11,DX_10_Z370,0.34103260869565216
PROC_10_3E0H76Z,procedure,735,25,DX_10_I10,0.34965986394557824
MED_0_9_NACL_EXCEL_VIAFLO_BAG,medication,734,25,DX_10_E785,0.4332425068119891
PROC_10_02H63JZ,procedure,733,25,DX_10_E785,0.626193724420191
MED_ANTI_THYMOCYTE_GLOBULIN_RABBIT,medication,732,25,DX_10_N186,0.3442622950819672
PROC_10_02RF08Z,procedure,730,25,DX_10_D62,0.7054794520547946
MED_NIFEDIPINE,medication,730,15,DX_9_4019,0.26164383561643834
MED_PHENYTOIN_INFATAB,medication,728,14,DX_9_4019,0.27472527472527475
MED_FELODIPINE,medication,727,16,DX_9_4019,0.4195323246217332
PROC_10_0DB98ZX,procedure,727,25,DX_10_E785,0.3425034387895461
PROC_9_5122,procedure,726,23,DX_9_4019,0.46831955922865015
PROC_10_01NB0ZZ,procedure,725,25,DX_10_I10,0.5062068965517241
MED_ZIPRASIDONE_HYDROCHLORIDE,medication,723,15,DX_9_4019,0.18810511756569848
MED_AMINO_ACIDS_5_DEXTROSE_15,medication,719,25,DX_10_I10,0.2086230876216968
MED_BISMUTH_SUBSALICYLATE,medication,719,14,DX_10_I10,0.17246175243393602
PROC_9_8151,procedure,717,20,DX_9_71535,0.5313807531380753
MED_LIDOCAINE_1_EPINEPHRINE_1_100_000,medication,717,25,DX_10_Z20822,0.44630404463040446
PROC_9_3323,procedure,716,25,DX_9_4019,0.40502793296089384
PROC_10_021109W,procedure,715,25,DX_10_E785,0.7916083916083916
MED_HYDROCORTISONE_CREAM_2_5,medication,714,12,DX_10_E785,0.16946778711484595
MED_EPIDURAL_BAG,medication,713,19,DX_9_4019,0.394109396914446
PROC_10_0JH606Z,procedure,710,25,DX_10_E785,0.6197183098591549
MED_GLYCERIN_SUPPS,medication,708,21,DX_10_E785,0.19491525423728814
PROC_9_3783,procedure,707,25,DX_9_4019,0.5445544554455446
MED_300_MCG_VIAL,medication,703,24,DX_9_E9331,0.31436699857752487
PROC_9_3772,procedure,702,25,DX_9_4019,0.5455840455840456
MED_PIOGLITAZONE,medication,699,21,DX_9_25000,0.547925608011445
MED_NIACIN_SR,medication,690,23,DX_9_2724,0.5304347826086957
PROC_9_8801,procedure,690,7,DX_9_4019,0.2797101449275362
MED_PRIMIDONE,medication,687,25,DX_10_E785,0.2547307132459971
MED_PRASUGREL,medication,686,23,DX_9_41401,0.5524781341107872
PROC_10_06BP4ZZ,procedure,685,25,DX_10_E785,0.7897810218978102
MED_RIFAMPIN,medication,684,20,DX_9_4019,0.1871345029239766
PROC_9_5011,procedure,683,25,DX_9_4019,0.3279648609077599
PROC_9_8611,procedure,675,25,DX_9_4019,0.35259259259259257
PROC_9_3979,procedure,673,25,DX_9_4019,0.38930163447251115
PROC_9_5110,procedure,672,25,DX_9_4019,0.43452380952380953
MED_ABACAVIR_SULFATE,medication,671,23,DX_9_V08,0.39344262295081966
PROC_9_3322,procedure,670,25,DX_9_4019,0.39104477611940297
MED_METHOTREXATE_SODIUM_P_F,medication,665,22,DX_10_T451X5A,0.2887218045112782
MED_SACUBITRIL_VALSARTAN_24MG_26MG,medication,664,25,DX_10_E785,0.5707831325301205
MED_EPLERENONE,medication,664,25,DX_10_E785,0.3358433734939759
MED_MORPHINE_SULFATE_CONCENTRATED_ORAL_SOLN,medication,659,25,DX_9_4019,0.41274658573596357
MED_CLONIDINE_PATCH_0_3_MG_24_HR,medication,659,25,DX_9_4280,0.2564491654021244
MED_PHENOBARBITAL_ALCOHOL_WITHDRAWAL_DOSE_TAPER_DAYS_2_7,medication,657,25,DX_10_F10239,0.3942161339421613
PROC_10_02RF38Z,procedure,655,25,DX_10_Z006,0.9679389312977099
MED_IBUPROFEN_SUSPENSION,medication,655,6,DX_9_4019,0.16793893129770993
MED_ETOMIDATE,medication,654,25,DX_9_51881,0.3379204892966361
MED_ATAZANAVIR,medication,652,20,DX_9_V08,0.49846625766871167
PROC_9_9910,procedure,652,25,DX_9_4019,0.4217791411042945
MED_AMPHETAMINE_DEXTROAMPHETAMINE,medication,650,19,DX_10_F419,0.4169230769230769
MED_NIMODIPINE,medication,650,23,DX_9_430,0.39384615384615385
MED_MORPHINE_SULFATE_ORAL_SOLUTION_2_MG_ML,medication,644,25,DX_10_Z66,0.5419254658385093
PROC_9_9301,procedure,641,14,DX_9_4019,0.48205928237129486
MED_BOTTLE,medication,640,25,DX_10_I10,0.271875
MED_HYDROMORPHONE_P_F,medication,638,16,DX_9_4019,0.3934169278996865
PROC_10_5A12012,procedure,635,25,DX_10_E785,0.47086614173228347
MED_ESTROGENS_CONJUGATED,medication,635,12,DX_9_4019,0.3228346456692913
PROC_10_0W9G30Z,procedure,634,25,DX_10_K651,0.3832807570977918
PROC_9_7532,procedure,632,14,DX_9_V270,0.9841772151898734
MED_SILVER_SULFADIAZINE_1_CREAM,medication,628,20,DX_9_4019,0.2229299363057325
MED_ROPIVACAINE_0_2,medication,627,18,DX_10_E785,0.24561403508771928
MED_ARGATROBAN,medication,627,25,DX_10_D62,0.215311004784689
MED_MINERAL_OIL,medication,627,17,DX_9_4019,0.19617224880382775
MED_ACETYLCYSTEINE_IV,medication,626,25,DX_9_9654,0.26996805111821087
PROC_9_8102,procedure,621,13,DX_9_4019,0.3333333333333333
MED_SODIUM_GLYCEROPHOSPHATE,medication,619,25,DX_9_4019,0.3877221324717286
PROC_10_0DBN8ZX,procedure,619,25,DX_10_Z87891,0.284329563812601
MED_PARICALCITOL,medication,610,25,DX_9_5856,0.7508196721311475
MED_FEBUXOSTAT,medication,610,25,DX_10_M109,0.42131147540983604
PROC_9_4443,procedure,608,25,DX_9_2851,0.6381578947368421
MED_RANOLAZINE_ER,medication,606,25,DX_10_E785,0.6567656765676567
MED_NF_ERTAPENEM_SODIUM,medication,605,25,DX_9_4019,0.35702479338842974
MED_MYCOPHENOLATE_MOFETIL_SUSPENSION,medication,604,25,DX_10_D62,0.2632450331125828
MED_NS_0_9_NACL,medication,597,25,DX_10_J9601,0.474036850921273
MED_RAMIPRIL,medication,597,19,DX_9_4019,0.4338358458961474
MED_HYDROCORTISONE_CREAM_0_5,medication,597,14,DX_9_4019,0.19932998324958123
MED_PENICILLIN_G_POTASSIUM,medication,594,10,DX_9_V270,0.2222222222222222
MED_EFAVIRENZ,medication,593,14,DX_9_V08,0.5193929173693086
PROC_9_9929,procedure,593,23,DX_9_4019,0.3642495784148398
PROC_9_8163,procedure,590,25,DX_9_4019,0.4745762711864407
MED_PAMIDRONATE,medication,590,25,DX_9_27542,0.4
MED_RACEPINEPHRINE,medication,590,25,DX_10_E785,0.22033898305084745
MED_TRIAMTERENE_HCTZ_37_5_25,medication,589,16,DX_10_I10,0.565365025466893
MED_BENGAY_CREAM,medication,589,25,DX_10_E785,0.3089983022071307
PROC_9_1742,procedure,586,13,DX_9_4019,0.43856655290102387
PROC_10_0FT40ZZ,procedure,585,25,DX_10_I10,0.4358974358974359
MED_MAALOX_LIDOCAINE,medication,584,20,DX_9_4019,0.23116438356164384
MED_PSEUDOEPHEDRINE,medication,581,7,DX_9_4019,0.1566265060240964
MED_VITAMIN_A,medication,580,25,DX_10_E785,0.1896551724137931
PROC_9_0159,procedure,579,18,DX_9_3485,0.49740932642487046
MED_MISOPROSTOL,medication,579,12,DX_9_V270,0.28842832469775476
PROC_9_9462,procedure,578,24,DX_9_29181,0.6072664359861591
PROC_10_0DH67UZ,procedure,577,25,DX_10_Z20822,0.4246100519930676
PROC_9_8849,procedure,577,25,DX_9_2724,0.3968804159445407
MED_LIDOCAINE,medication,577,25,DX_10_I472,0.3292894280762565
PROC_9_8452,procedure,576,25,DX_9_7213,0.4930555555555556
PROC_9_3726,procedure,570,23,DX_9_42731,0.5385964912280702
MED_AMANTADINE,medication,570,18,DX_10_I10,0.24385964912280703
MED_DEXTROMETHORPHAN_GUAIFENESIN_SUGAR_FREE,medication,565,25,DX_9_4280,0.2867256637168142
MED_PERPHENAZINE,medication,564,11,DX_9_4019,0.22340425531914893
MED_MUPIROCIN_CREAM_2,medication,563,25,DX_9_4019,0.30550621669627
MED_BELLADONNA_OPIUM_16_2_30MG,medication,559,24,DX_10_E785,0.3094812164579606
MED_LIDOCAINE_1_EPINEPHRINE_1_100000,medication,559,23,DX_10_Z87891,0.2182468694096601
MED_BLUE_CADD_CASSETTE,medication,557,18,DX_10_E785,0.2244165170556553
PROC_9_387,procedure,552,25,DX_9_4019,0.4166666666666667
MED_MICONAZOLE_NITRATE_VAG_CREAM_2,medication,551,21,DX_9_4019,0.16515426497277677
MED_IFOSFAMIDE,medication,548,16,DX_10_Z5111,0.5273722627737226
PROC_9_7534,procedure,547,11,DX_9_V270,0.6727605118829981
MED_NITROFURANTOIN_MACRODANTIN,medication,547,19,DX_9_4019,0.2595978062157221
PROC_9_5421,procedure,546,10,DX_9_4019,0.38278388278388276
MED_FERROUS_SULFATE_LIQUID,medication,544,25,DX_9_4019,0.22794117647058823
MED_CLONIDINE_PATCH_0_2_MG_24_HR,medication,543,18,DX_9_4019,0.21731123388581952
MED_DIVALPROEX_SOD_SPRINKLES,medication,543,25,DX_9_4019,0.19889502762430938
MED_LANTHANUM,medication,540,25,DX_9_5856,0.6111111111111112
MED_SYRINGE_SW,medication,540,25,DX_10_E872,0.3333333333333333
PROC_10_B548ZZA,procedure,537,25,DX_10_I10,0.43202979515828677
PROC_10_0SRC0J9,procedure,536,20,DX_10_M1711,0.6753731343283582
MED_PANTOPRAZOLE_GRANULES_FOR_DR_SUSPENSION,medication,535,25,DX_10_E785,0.3794392523364486
MED_CARBAMIDE_PEROXIDE_6_5,medication,535,22,DX_10_E785,0.1925233644859813
PROC_9_3929,procedure,533,25,DX_9_4019,0.5553470919324578
MED_BUPRENORPHINE_NALOXONE_8MG_2MG,medication,533,17,DX_9_3051,0.30206378986866794
PROC_9_9705,procedure,532,25,DX_9_5762,0.5394736842105263
MED_EPOPROSTENOL_VELETRI,medication,532,25,DX_10_D62,0.41353383458646614
MED_SULFASALAZINE,medication,530,25,DX_9_4019,0.3169811320754717
MED_SULFAMETHOXAZOLE_TRIMETHOPRIM,medication,529,25,DX_10_J9601,0.22495274102079396
MED_ISONIAZID,medication,529,17,DX_10_R7611,0.19848771266540643
PROC_9_8843,procedure,527,7,DX_9_78650,0.42314990512333966
PROC_10_021009W,procedure,525,25,DX_10_E785,0.7885714285714286
PROC_10_0B113F4,procedure,521,25,DX_10_J9601,0.46257197696737046
PROC_9_4562,procedure,521,25,DX_9_4019,0.35892514395393477
PROC_9_9914,procedure,518,25,DX_9_4019,0.34942084942084944
PROC_9_5198,procedure,516,25,DX_9_5762,0.6201550387596899
MED_NS_SYRINGE_INTRAPLEURAL,medication,515,25,DX_10_J869,0.24271844660194175
PROC_10_021209W,procedure,512,25,DX_10_E785,0.78125
PROC_10_0WUF0JZ,procedure,510,25,DX_10_I10,0.43333333333333335
MED_REMDESIVIR,medication,509,25,DX_10_U071,0.9901768172888016
MED_D5W_EXCEL_BAG,medication,509,25,DX_9_42731,0.768172888015717
MED_VECURONIUM_BROMIDE,medication,509,25,DX_9_51881,0.48722986247544203
MED_CLARITHROMYCIN,medication,508,17,DX_9_04186,0.45866141732283466
PROC_9_5361,procedure,505,18,DX_9_55321,0.7188118811881188
PROC_9_8411,procedure,503,25,DX_9_70715,0.6341948310139165
PROC_10_0WQF0ZZ,procedure,503,25,DX_10_I10,0.3836978131212724
PROC_9_3142,procedure,502,25,DX_9_4019,0.3804780876494024
MED_MORPHINE_SULFATE_CONCENTRATED_ORAL_SOLUTION_20_MG_ML,medication,501,25,DX_10_Z515,0.8063872255489022
PROC_9_9605,procedure,500,25,DX_9_4019,0.402
MED_IRBESARTAN,medication,495,19,DX_9_4019,0.3616161616161616
MED_CLOBAZAM,medication,491,14,DX_10_F329,0.18126272912423624
MED_GLIMEPIRIDE,medication,490,22,DX_9_25000,0.47346938775510206
MED_LIDOCAINE_0_5,medication,489,16,DX_9_4019,0.18200408997955012
MED_NYSTATIN_OINTMENT,medication,488,25,DX_10_E785,0.2540983606557377
MED_HEPARIN_IABP,medication,487,25,DX_9_41401,0.36344969199178645
MED_PYRIDOSTIGMINE_BROMIDE,medication,487,22,DX_9_35800,0.3059548254620123
MED_GELCLAIR,medication,486,25,DX_9_E9331,0.522633744855967
PROC_10_5A1223Z,procedure,485,25,DX_10_E785,0.6329896907216495
MED_METOPROLOL_XL_TOPROL_XL,medication,485,21,DX_9_4019,0.49690721649484537
PROC_10_0SRD0J9,procedure,482,22,DX_10_M1712,0.7033195020746889
MED_HEPARIN_FLUSH_5000_UNITS_ML,medication,481,25,DX_9_5856,0.5821205821205822
MED_NAMENDA,medication,481,25,DX_9_4019,0.4656964656964657
MED_FONDAPARINUX,medication,479,25,DX_10_I10,0.27348643006263046
PROC_9_3611,procedure,477,25,DX_9_41401,0.960167714884696
MED_ESOMEPRAZOLE_SODIUM,medication,477,25,DX_10_D62,0.48218029350104824
MED_TACROLIMUS_SUSPENSION,medication,476,25,DX_9_E8780,0.19327731092436976
PROC_9_9960,procedure,473,25,DX_9_4275,0.7463002114164905
PROC_10_0TJB8ZZ,procedure,472,18,DX_10_I10,0.3199152542372881
MED_MINOXIDIL,medication,471,25,DX_9_5856,0.40976645435244163
MED_CRRT,medication,470,25,DX_10_E872,0.6042553191489362
MED_AMPICILLIN,medication,470,25,DX_9_5990,0.4276595744680851
MED_CLOPIDOGREL_BISULFATE,medication,466,22,DX_9_41401,0.5622317596566524
MED_PENTAMIDINE_INHALATION,medication,463,23,DX_9_4019,0.31533477321814257
PROC_9_8107,procedure,462,23,DX_9_4019,0.47619047619047616
MED_NEOSTIGMINE_CVICU_REVERSAL_PROTOCOL,medication,461,25,DX_10_D62,0.7006507592190889
MED_0_9_SODIUM_CHLORIDE_P_F_SYRINGE,medication,459,25,DX_10_T451X5A,0.35947712418300654
MED_GLUTAMINE,medication,457,25,DX_10_T451X5A,0.424507658643326
MED_NALTREXONE,medication,456,19,DX_10_I10,0.22149122807017543
MED_ADENOSINE,medication,455,25,DX_10_I471,0.3868131868131868
MED_GLYCOPYRROLATE_CVICU_REVERSAL_PROTOCOL,medication,454,25,DX_10_D62,0.7048458149779736
MED_WITCH_HAZEL_50_PAD,medication,454,25,DX_10_E785,0.29295154185022027
PROC_10_0DBP8ZX,procedure,452,25,DX_10_I10,0.2853982300884956
PROC_10_4A023N8,procedure,451,25,DX_10_E785,0.5986696230598669
PROC_10_0UT70ZZ,procedure,451,25,DX_10_I10,0.30155210643015523
MED_LIDOCAINE_2_P_F,medication,450,25,DX_10_T451X5A,0.32222222222222224
MED_EMTRICITABINE_TENOFOVIR_ALAFEN_200MG_25MG_DESCOVY,medication,447,24,DX_10_Z21,0.6196868008948546
MED_AMINO_ACIDS_4_25_DEXTROSE_5,medication,447,22,DX_10_E43,0.18568232662192394
PROC_9_8605,procedure,445,25,DX_9_E8798,0.2876404494382023
MED_VITAMIN_B_COMPLEX_W_C,medication,444,25,DX_10_N186,0.27927927927927926
PROC_9_9977,procedure,444,11,DX_9_4019,0.2635135135135135
PROC_9_9607,procedure,443,21,DX_9_4019,0.3747178329571106
MED_HEPARIN_FLUSH_PICC_100_UNITS_ML,medication,443,20,DX_9_4019,0.3611738148984199
PROC_9_4542,procedure,442,25,DX_9_2113,0.9411764705882353
PROC_9_8874,procedure,441,25,DX_9_4019,0.3877551020408163
PROC_10_0DBB0ZZ,procedure,439,25,DX_10_Z432,0.3940774487471526
PROC_10_30233S1,procedure,439,25,DX_10_E785,0.3348519362186788
PROC_9_9907,procedure,438,25,DX_9_42731,0.3972602739726027
PROC_9_0014,procedure,438,25,DX_9_4019,0.363013698630137
MED_MEASLES_MUMPS_RUBELLA_VAC,medication,436,20,DX_10_Z370,0.6513761467889908
PROC_10_0BH18EZ,procedure,436,25,DX_10_J9601,0.48853211009174313
MED_MINOCYCLINE,medication,435,19,DX_10_E785,0.19310344827586207
MED_LETROZOLE,medication,433,24,DX_10_Z853,0.42032332563510394
MED_BETAMETHASONE_DIPRO_0_05_CREAM,medication,431,24,DX_10_E785,0.22273781902552203
MED_VANCOMYCIN_PHARMACY_TO_DOSE_ID_CONSULT_ONLY,medication,429,25,DX_10_Z20822,0.6386946386946387
PROC_10_BF10YZZ,procedure,429,25,DX_10_I10,0.40093240093240096
PROC_9_9359,procedure,428,18,DX_9_4019,0.4158878504672897
MED_TRICOR,medication,423,24,DX_9_2724,0.524822695035461
MED_SYMBICORT,medication,423,20,DX_10_J45909,0.24822695035460993
MED_MOEXIPRIL,medication,421,20,DX_9_4019,0.5320665083135392
PROC_9_8857,procedure,420,25,DX_9_41401,0.8404761904761905
MED_SEVELAMER,medication,420,25,DX_9_5856,0.7928571428571428
MED_TUCKS_HEMORRHOIDAL_OINT_1,medication,420,25,DX_9_4019,0.34285714285714286
PROC_9_9649,procedure,419,15,DX_9_V270,0.7947494033412887
PROC_9_0131,procedure,419,25,DX_9_4019,0.5298329355608592
MED_DESONIDE_0_05_CREAM,medication,419,18,DX_9_4019,0.21479713603818615
PROC_10_0DB64Z3,procedure,418,22,DX_10_E6601,0.9880382775119617
MED_SODIUM_FLUORIDE_1_1_DENTAL_GEL,medication,417,25,DX_10_T451X5A,0.42206235011990406
PROC_9_4524,procedure,416,25,DX_9_4019,0.36778846153846156
PROC_9_7932,procedure,415,15,DX_9_4019,0.3469879518072289
MED_TRANEXAMIC_ACID,medication,414,25,DX_10_D62,0.4806763285024155
MED_TRIAMCINOLONE_ACETONIDE_0_025_CREAM,medication,414,18,DX_10_E785,0.2222222222222222
MED_AMBISOME,medication,412,25,DX_9_5849,0.23300970873786409
MED_5_SYRINGES_NS,medication,410,25,DX_10_N186,0.4560975609756098
PROC_10_0UT90ZZ,procedure,409,25,DX_10_I10,0.3276283618581907
MED_MAGNESIUM_SULFATE_REPLACEMENT_ONCOLOGY,medication,408,25,DX_9_4019,0.37745098039215685
MED_GANCICLOVIR,medication,408,22,DX_9_0785,0.3602941176470588
PROC_10_03BC4ZZ,procedure,407,25,DX_10_D62,0.8820638820638821
MED_FOSFOMYCIN_TROMETHAMINE,medication,407,25,DX_10_N390,0.44471744471744473
PROC_9_0047,procedure,405,25,DX_9_41401,0.7111111111111111
MED_HEPARIN_FLUSH_CVL_100_UNITS_ML,medication,405,25,DX_9_4019,0.3530864197530864
MED_HYDROCORTISONE_ACETATE_SUPPOSITORY,medication,405,18,DX_9_4019,0.23209876543209876
MED_CELECOXIB,medication,404,10,DX_10_I10,0.2623762376237624
MED_LUBIPROSTONE,medication,404,25,DX_10_I10,0.2202970297029703
MED_BUPIVACAINE_0_5,medication,403,10,DX_9_4019,0.34491315136476425
PROC_10_30283B1,procedure,402,25,DX_10_Z7901,0.6890547263681592
MED_AMPHETAMINE_DEXTROAMPHETAMINE_XR,medication,396,17,DX_10_F909,0.4722222222222222
MED_HYDROMORPHONE_HP,medication,396,25,DX_10_Z66,0.23737373737373738
PROC_10_0DJ07ZZ,procedure,395,25,DX_10_D62,0.7569620253164557
PROC_9_6849,procedure,395,24,DX_9_4019,0.3670886075949367
PROC_10_0FB13ZX,procedure,395,25,DX_10_I10,0.3620253164556962
PROC_9_5451,procedure,393,15,DX_9_5680,0.6768447837150128
MED_PACLITAXEL_TAXOL,medication,392,19,DX_10_Z5111,0.32653061224489793
MED_VITAMIN_D2_ERGOCALCIFEROL,medication,391,25,DX_10_Z20822,0.5933503836317136
MED_LOVASTATIN,medication,390,18,DX_9_4019,0.4205128205128205
PROC_10_0W993ZZ,procedure,390,25,DX_10_J90,0.41794871794871796
PROC_9_544,procedure,390,25,DX_9_4019,0.4025641025641026
MED_NS_IRRIGATION_BOTTLE,medication,390,25,DX_9_00845,0.28974358974358977
PROC_9_8669,procedure,389,15,DX_9_4019,0.39588688946015427
PROC_9_6841,procedure,388,20,DX_9_4019,0.33762886597938147
PROC_10_02UG0JZ,procedure,387,25,DX_10_D62,0.7596899224806202
MED_BUPRENORPHINE_NALOXONE_FILM_8MG_2MG,medication,387,25,DX_10_F17210,0.4754521963824289
PROC_9_8339,procedure,386,25,DX_9_4019,0.3860103626943005
MED_AMINOCAPROIC_ACID,medication,386,25,DX_10_Z87891,0.23316062176165803
PROC_10_XW033E5,procedure,385,25,DX_10_U071,0.9922077922077922
PROC_9_9961,procedure,384,25,DX_9_42731,0.8697916666666666
MED_XOPENEX_NEB,medication,384,25,DX_9_4019,0.4453125
PROC_10_02583ZZ,procedure,383,25,DX_10_E785,0.5326370757180157
PROC_10_0FPB8DZ,procedure,383,25,DX_10_K831,0.4804177545691906
MED_RISPERIDONE_DISINTEGRATING_TABLET,medication,383,9,DX_9_4019,0.1618798955613577
PROC_10_0B9F8ZX,procedure,382,25,DX_10_J9601,0.4607329842931937
MED_TRACE_ELEMENTS,medication,382,25,DX_10_E43,0.36387434554973824
PROC_9_4639,procedure,378,25,DX_9_4019,0.4312169312169312
PROC_9_3220,procedure,378,17,DX_9_4019,0.3915343915343915
MED_VIAFLEX_BAG,medication,377,21,DX_10_Z5111,0.5092838196286472
MED_ATROPINE_SULFATE_OPHTH_1,medication,377,25,DX_10_E785,0.2493368700265252
MED_TAMOXIFEN_CITRATE,medication,374,12,DX_9_V103,0.37967914438502676
MED_CLEVIDIPINE,medication,374,25,DX_10_E785,0.29411764705882354
MED_FAMOTIDINE_IV,medication,373,25,DX_10_Z20822,0.5120643431635389
PROC_9_7749,procedure,373,25,DX_9_4019,0.38337801608579086
MED_ALTEPLASE_1MG_1ML_CLEARANCE_IE_TEMP_TLCL,medication,373,25,DX_9_4019,0.32439678284182305
PROC_9_3812,procedure,372,25,DX_9_43310,0.8360215053763441
PROC_9_8754,procedure,372,25,DX_9_5762,0.4731182795698925
MED_CISPLATIN,medication,372,17,DX_9_V5811,0.26881720430107525
PROC_10_3E0P7GC,procedure,371,25,DX_10_Z370,0.9703504043126685
MED_NALOXONE_HCL,medication,371,12,DX_9_V270,0.7439353099730458
PROC_9_8919,procedure,371,18,DX_9_4019,0.2776280323450135
MED_CALCIUM_CARBONATE_SUSPENSION,medication,371,17,DX_9_4019,0.18328840970350405
MED_MERCAPTOPURINE,medication,369,11,DX_9_5559,0.20596205962059622
PROC_9_3949,procedure,368,25,DX_9_E8782,0.5516304347826086
